DateOfDeparture,Departure,Arrival,WeeksToDeparture,log_PAX,std_wtd
2012-09-04,DEN,DFW,9.11111111111,11.5294384683,6.08652212959
2012-03-09,ORD,LAX,13.25,12.0211111887,10.0141204654
2011-10-02,CLT,LGA,11.4090909091,10.7224785265,7.92019174196
2012-12-20,SFO,JFK,18.4864864865,12.0649949959,12.7771967488
2012-10-28,MCO,ATL,13.2592592593,11.0285397345,9.80028489614
2011-09-15,ORD,DTW,9.64705882353,11.7197578535,7.55762178591
2012-07-19,ORD,DFW,11.1304347826,12.934297736,7.02789473084
2012-05-20,LAX,DEN,11.7916666667,11.410102943,9.35753203559
2012-08-28,PHX,DEN,11.2631578947,10.8432124801,9.15206173046
2013-01-28,JFK,LAS,12.2272727273,11.4944326819,10.1180264318
2012-05-17,CLT,ATL,9.95,11.1123175924,8.2556200953
2012-08-13,ORD,SEA,16.59375,11.3559210657,10.956981498
2012-10-25,DFW,PHL,11.5714285714,11.5751136269,9.13548810175
2012-12-25,DEN,LAX,15.0344827586,10.3919321749,11.8908210657
2012-02-12,MIA,ATL,14.75,10.3705364249,10.7793526913
2011-10-11,ORD,EWR,11.2380952381,12.1331295415,8.51413390724
2012-05-16,JFK,LAX,16.9142857143,13.6953118783,11.7482700318
2012-03-19,LAS,ORD,12.625,11.1504769953,9.79268804417
2012-07-16,MCO,PHL,13.5769230769,10.2212587157,9.53382641723
2012-09-12,BOS,LGA,5.0,13.4048063486,4.15604707297
2012-03-09,DFW,DEN,7.13333333333,11.2335837243,4.71875689845
2012-11-20,CLT,LGA,12.44,11.3977384176,8.26680107418
2013-01-21,DEN,ORD,9.63157894737,10.9355299806,7.15860419601
2011-11-05,ATL,PHL,12.5416666667,9.95437911171,10.2149896962
2012-01-20,DEN,DFW,10.15,11.4627550497,7.00582464435
2011-10-26,ATL,LAX,13.1538461538,11.3001178582,8.67037396053
2011-09-24,PHL,ORD,11.3636363636,10.4478157793,7.87730588793
2012-02-17,DEN,SFO,12.7727272727,10.9826146183,9.74890381228
2011-11-30,DTW,ATL,9.10526315789,10.7924233148,5.80129043922
2011-12-19,JFK,MIA,15.3928571429,10.8376370626,11.467633311
2013-01-10,PHL,MCO,13.0740740741,10.528621592,8.06190436524
2012-09-19,CLT,LGA,10.7368421053,11.9761698393,8.31225404156
2011-10-28,JFK,LAX,14.8387096774,13.2243749013,10.0998243357
2012-11-29,JFK,LAS,11.7826086957,10.2367357817,8.06201261664
2012-01-30,LGA,MIA,11.0526315789,10.8487712793,9.60598010622
2012-03-21,PHX,DEN,8.0,11.3131445172,5.65685424949
2012-04-11,ATL,DTW,9.88888888889,10.6559731546,8.93037703498
2012-06-24,LAS,LAX,16.6176470588,11.7473876294,11.703443435
2012-12-13,LAX,ATL,10.7826086957,11.5562180675,7.83904285518
2012-09-01,LAS,DEN,11.2727272727,9.61076388381,7.74708435589
2013-01-07,ORD,MSP,9.23529411765,11.7678446069,9.41759929444
2013-01-19,ATL,LAX,13.3703703704,10.3416214929,10.2249624718
2011-09-11,DTW,ORD,10.3684210526,10.8817805615,7.88254419106
2011-10-18,PHX,DEN,9.55,11.0684337852,6.00416522091
2012-01-10,ATL,SFO,13.5909090909,10.4060608467,11.375240828
2012-03-05,ATL,ORD,10.5714285714,12.0475651891,8.62885524604
2011-09-22,DFW,ORD,11.9583333333,13.0211388981,7.83236966012
2011-11-20,DFW,LGA,9.0,10.4130852458,6.25911100622
2013-02-07,LAX,IAH,13.1739130435,10.5482875994,11.332383902
2011-12-15,PHX,ORD,13.32,10.6559731546,9.62514069161
2012-07-03,DFW,LAX,14.8620689655,11.210867539,10.1655023695
2012-07-16,MCO,EWR,15.7142857143,10.6559731546,11.3915405353
2012-03-07,DEN,MSP,8.13333333333,10.7045746217,6.54508175947
2011-12-01,SEA,LAX,10.5789473684,10.9618347292,9.03275391422
2012-07-19,DEN,LAS,12.3076923077,10.4819113497,8.67534082682
2012-08-08,SFO,EWR,16.7666666667,10.5677483926,12.4337786121
2012-07-17,ATL,LAX,11.8636363636,11.4467121486,8.41368191044
2012-06-19,EWR,MCO,14.0,10.6559731546,11.0084142902
2012-10-16,LAX,SFO,15.0344827586,12.87157256,11.9148249751
2012-04-12,LAX,EWR,8.58823529412,11.0184314401,5.87429595281
2011-10-25,ORD,PHL,11.619047619,11.8507460664,9.04143899209
2012-04-08,ATL,MCO,11.4782608696,10.0504881198,9.17441880853
2012-02-24,ORD,MSP,11.3,11.6086505581,9.47628619239
2013-01-07,ATL,DTW,9.2,10.4060608467,6.97816142276
2011-11-24,DEN,ORD,10.1764705882,8.28543688267,7.30783222062
2012-06-04,EWR,ATL,8.73684210526,11.4587572438,6.94295890544
2012-11-21,LAS,DEN,11.4090909091,10.1418860666,8.15714171993
2013-02-16,ORD,PHX,9.27777777778,9.77573109858,6.80661923127
2013-01-06,BOS,LGA,3.5,8.94403309511,2.44948974278
2011-10-12,PHL,MCO,12.9166666667,10.2973907457,9.08853394533
2012-04-28,PHL,MCO,15.8965517241,10.0074151716,11.9980499237
2012-11-04,MSP,DEN,8.76470588235,9.98108566483,8.76448381085
2012-09-12,SEA,SFO,11.55,11.6452198819,10.1694847978
2012-05-27,ATL,PHL,9.65,10.6864971708,6.17529031919
2011-10-24,ATL,PHL,9.78947368421,12.0736491913,6.6714894836
2011-09-11,SFO,LAS,12.8076923077,10.9566033772,8.14871391457
2012-06-26,LGA,BOS,5.07692307692,13.008977858,3.77406806292
2012-04-19,LAX,JFK,15.9696969697,13.5129710324,10.9615374392
2011-09-18,LAS,ORD,13.6785714286,11.3935986251,8.51166333324
2012-04-21,SFO,DFW,9.61111111111,10.1418860666,7.5470203617
2011-12-30,LAX,LAS,16.6470588235,11.8114129581,11.6225547521
2012-07-16,EWR,SFO,12.380952381,11.2425932865,11.3818987453
2012-09-09,ORD,LAS,14.1538461538,11.0234924357,10.4830999526
2012-09-26,DEN,DFW,12.0476190476,11.5100719832,10.846548716
2012-06-28,SFO,SEA,11.0,11.7232340442,8.38830354503
2012-02-05,ORD,EWR,7.05882352941,10.7924233148,4.9556859797
2011-12-20,ATL,MIA,14.7586206897,10.8320449272,10.9370117766
2012-07-03,DFW,ORD,14.5,10.7460861298,12.2899747055
2012-04-27,IAH,ORD,11.0526315789,11.1551924865,9.03372498665
2012-11-28,DFW,BOS,8.26666666667,10.6123824213,8.85975383943
2012-02-25,DFW,LGA,10.0,9.91816485237,6.72778997106
2012-05-21,EWR,LAX,10.25,11.4707250437,7.63561599211
2012-10-27,SEA,ORD,11.15,9.51112724323,8.4993807824
2012-08-09,ORD,EWR,13.5384615385,12.1717546803,9.16615849407
2012-08-10,DFW,ATL,9.29411764706,11.8829016174,7.15685603008
2011-09-08,ATL,LGA,10.6363636364,12.4337127796,8.07433001523
2012-02-09,DEN,LAX,13.0869565217,11.3431908064,10.0946117197
2011-11-23,SEA,SFO,13.84,11.0031655233,9.99032865659
2012-11-07,DEN,ORD,10.9411764706,10.8432124801,11.5513559174
2011-09-06,PHL,BOS,10.5,11.6049538756,7.72505473044
2011-11-30,MIA,ATL,13.2916666667,10.8980686629,9.53473816547
2012-04-22,ATL,MSP,11.9545454545,10.7693986302,9.74668330756
2011-12-09,ORD,DFW,12.652173913,12.4666388058,9.52799080057
2012-05-11,LGA,ATL,11.7272727273,12.5884580265,9.07734919447
2012-01-28,DFW,ORD,10.05,10.3048357686,7.1338702864
2012-07-01,SFO,LAX,14.3666666667,12.0122091396,10.1045682169
2013-01-01,LAX,BOS,13.6666666667,9.81478961003,8.94857100754
2013-03-04,ATL,DTW,11.7777777778,9.41785902135,10.8928230855
2012-02-16,LAX,ATL,14.724137931,11.8860868884,9.72440432154
2011-11-08,BOS,PHL,7.05882352941,12.2778985866,4.9556859797
2011-12-31,EWR,BOS,11.5555555556,7.66668008984,7.62520759387
2011-12-05,ORD,MSP,8.88888888889,12.4408174578,7.56842425817
2012-04-24,MIA,ATL,11.5217391304,10.8151672034,10.3171065589
2012-04-01,ATL,LGA,9.1,11.9113750827,6.90461325568
2012-04-14,ORD,DEN,9.0,9.07783373827,6.25911100622
2012-08-27,LAX,SFO,15.8709677419,12.719165171,11.7380916549
2012-11-04,JFK,SFO,13.1153846154,11.8797108967,10.2306477726
2012-02-04,ATL,LAX,14.1724137931,10.6498079399,10.7040345048
2011-12-27,PHL,MCO,17.0625,10.4200832868,11.7937586009
2012-05-09,ATL,LGA,9.1,12.5307966326,6.89698637469
2012-01-11,LAX,LAS,14.9642857143,11.9019321474,11.053680945
2012-07-19,LAS,SFO,13.8461538462,11.1971038178,10.9897854672
2013-02-18,ATL,BOS,12.3181818182,11.3303730531,10.5034523288
2012-01-22,CLT,ATL,7.4375,10.6123824213,6.25
2012-08-20,LAX,ATL,14.6785714286,11.3685650176,11.6906216653
2012-02-22,ATL,LGA,10.5238095238,12.4337127796,8.26812583128
2013-02-18,LAS,JFK,14.037037037,10.4200832868,11.2266217999
2012-05-17,DEN,SEA,13.5555555556,10.91421574,8.82449969527
2012-02-20,BOS,SFO,7.66666666667,11.2604828794,5.93616839705
2011-11-17,ORD,DTW,8.63157894737,11.8733130319,6.64338038381
2013-01-01,DFW,LGA,10.2727272727,9.57813956928,7.63564210155
2012-08-29,SFO,LAX,15.8709677419,12.6591663228,12.0353422205
2011-09-06,DTW,ORD,8.82352941176,11.3389280028,6.28724198395
2011-12-10,SEA,LAX,11.347826087,10.3048357686,7.35223340002
2012-09-11,LAS,DEN,11.9166666667,10.5741904569,7.82369125973
2011-12-22,DFW,PHL,9.75,9.55606859269,9.63673527014
2012-12-27,LAX,IAH,14.8928571429,9.99867990621,10.2463698566
2012-08-23,CLT,LGA,11.0526315789,11.442679767,10.1460100763
2012-11-11,DEN,DFW,9.94117647059,10.8598394172,10.0403597311
2013-02-27,SFO,SEA,11.6,11.8442478864,10.470007289
2012-03-12,DEN,SFO,9.06666666667,11.548605911,8.81124822248
2012-03-10,JFK,SFO,12.8636363636,11.8147225877,10.8201551549
2012-11-25,SFO,ORD,10.3,11.4467121486,7.63716673836
2012-06-27,LAX,SEA,11.1304347826,11.540962557,9.73888339608
2012-02-15,LGA,ATL,7.0625,12.4146335774,5.47075558462
2012-01-05,DEN,SFO,12.9615384615,10.5741904569,10.4325673513
2011-11-22,CLT,ATL,11.1904761905,10.2212587157,8.39415896692
2012-05-21,ORD,LAS,11.76,11.238093946,8.53072876918
2013-01-08,ATL,MIA,11.2727272727,10.3269941571,8.86502930558
2013-01-21,ATL,CLT,9.0625,10.6925424784,8.18509824824
2013-01-02,DTW,LGA,9.84210526316,10.2212587157,7.30496906903
2012-04-24,EWR,SFO,14.0,10.5417552784,12.6419216031
2013-01-17,DEN,ATL,7.66666666667,10.4953769371,6.05530070819
2012-09-01,ORD,SFO,13.5769230769,10.4340010809,9.4113679215
2012-03-15,SFO,LAS,12.2380952381,10.4546849427,10.3725829083
2012-01-26,ATL,LGA,7.5,12.2958682099,6.12100209661
2012-12-23,LAX,DFW,14.36,10.2973907457,10.9197069558
2012-02-25,ORD,DEN,14.9259259259,10.1899138475,12.6580042355
2012-02-13,ATL,PHL,9.66666666667,11.6306780869,8.0
2012-01-08,SFO,BOS,11.0,11.0485934305,8.78395666752
2011-11-21,PHX,ORD,10.1052631579,9.73583704789,7.60040011258
2012-09-09,ATL,MIA,11.8260869565,10.3919321749,9.74517210965
2012-07-28,LAX,DEN,13.2962962963,10.4751419203,10.1368133925
2012-01-18,DEN,ORD,8.125,10.8264359734,5.41448674083
2011-10-08,DFW,DEN,8.70588235294,9.26858131216,6.40082715243
2012-04-01,DFW,BOS,8.95,10.1660545572,6.66076493157
2012-03-05,DFW,SFO,8.21428571429,11.4786611228,6.85204709927
2012-03-27,DTW,ATL,8.125,9.80510140252,5.86373032577
2012-01-12,LAS,LAX,15.75,12.8413085976,11.7363510293
2011-10-12,ORD,SEA,11.380952381,11.1314948899,8.315504738
2012-01-06,LAX,JFK,18.5555555556,12.6486237523,12.1665688189
2012-01-06,JFK,MIA,16.65625,10.9249033094,11.3097428025
2011-12-20,ORD,LAS,9.57894736842,9.57813956928,6.46628683999
2012-01-02,PHL,ORD,10.7272727273,10.6186723961,6.95003815119
2012-10-20,LAX,SFO,16.7647058824,11.8668931435,11.6021388403
2013-01-20,ATL,LGA,8.29411764706,11.238093946,5.52001705027
2012-02-21,ATL,LAX,12.8260869565,11.6379631577,9.79634520863
2013-01-11,LAS,SFO,17.9142857143,13.1353224841,13.1067369937
2012-12-15,DEN,ORD,11.4,9.2160433096,7.56306816048
2012-04-21,LGA,ORD,11.1764705882,11.053573342,10.3636099775
2012-03-04,DEN,SFO,10.75,10.91421574,9.27290904222
2012-08-06,ATL,PHL,10.5217391304,12.0678841921,7.40926671146
2012-05-15,LAS,DFW,9.25,9.76583730479,9.44810386621
2012-05-12,ATL,EWR,13.0476190476,9.44161699558,11.6767983218
2011-09-19,ATL,LAX,11.0,11.9517508226,8.1408063036
2012-02-16,ORD,IAH,11.8636363636,11.5061744358,8.32263382387
2011-12-09,PHL,ATL,9.55555555556,11.5447881497,7.22106576965
2011-09-25,DEN,MSP,12.8148148148,10.6498079399,9.08945727853
2011-12-28,LAX,JFK,19.6829268293,12.2466848747,12.8421941747
2012-09-28,LAX,ORD,15.8333333333,12.2387991303,11.1326897742
2013-01-18,LAX,ATL,14.1,12.0387888164,9.3120241142
2011-09-01,LGA,BOS,6.58333333333,12.5797022557,7.21687836487
2011-12-22,LGA,MIA,18.0,10.2290133038,11.7598519398
2012-03-26,SFO,DEN,10.0952380952,11.0485934305,6.37890869902
2011-11-29,LAS,SFO,11.5714285714,10.1008959385,8.19494617781
2012-11-16,ATL,PHL,9.85,11.7301670476,6.49919023296
2012-01-30,LAX,BOS,9.16666666667,10.4200832868,7.77060827356
2012-08-23,SEA,LAX,14.0344827586,11.7232340442,9.66762919165
2012-12-08,LGA,BOS,3.0,7.94979462335,2.82842712475
2012-01-03,BOS,EWR,11.0555555556,10.3269941571,10.4288751986
2011-09-22,SFO,EWR,14.5333333333,11.9113750827,8.86190348251
2012-08-30,SEA,DEN,8.66666666667,11.0733610688,5.65685424949
2012-08-09,ATL,DTW,8.27777777778,11.2693637331,6.43341968854
2012-10-11,BOS,SFO,12.64,11.5826185696,8.58234622156
2012-10-21,PHL,BOS,8.0625,10.2673098395,5.79043751945
2011-09-02,ATL,MSP,8.29411764706,10.6374160288,5.54261564925
2013-01-05,DEN,PHX,13.0,9.48824381803,12.4007168252
2011-09-24,DFW,LAX,12.9583333333,10.5677483926,8.69522190965
2012-06-18,LAS,SFO,13.56,10.6925424784,10.464543309
2012-05-03,SFO,DFW,11.2727272727,11.4264624844,7.73478117511
2011-11-16,DEN,ATL,10.2631578947,10.5870082101,8.12295858295
2012-01-30,ATL,ORD,12.2727272727,11.8474998066,11.1619328339
2011-11-18,LGA,DFW,8.8125,11.6379631577,7.34137816308
2012-10-22,SFO,DFW,12.3636363636,11.4667443042,9.82487346118
2012-06-18,DFW,PHL,6.92857142857,10.8817805615,4.92191778937
2012-09-06,MSP,DEN,10.9545454545,10.7751815054,8.46548889105
2013-01-08,SFO,BOS,10.3333333333,10.5870082101,6.71813466174
2013-02-08,PHL,BOS,7.55555555556,9.61076388381,8.79077799616
2013-02-15,CLT,LGA,9.0625,10.5741904569,7.07548584904
2012-08-06,EWR,ATL,11.5238095238,11.3088123996,9.91271429841
2012-08-17,PHL,DFW,9.0,10.4409212216,7.00476028617
2012-12-19,LGA,ORD,11.2777777778,13.3329571029,10.7254812345
2012-05-22,SFO,DFW,10.5,11.1785927402,8.42614977318
2012-09-01,ATL,EWR,15.3636363636,9.13435248032,12.9340652268
2012-01-19,DEN,LAS,10.8,10.4060608467,7.85794937761
2011-12-23,ORD,DEN,13.96,10.1255979652,10.4102513578
2011-11-11,ATL,ORD,10.7368421053,11.8213242786,8.83705648117
2012-09-12,PHL,MCO,15.6206896552,10.289915883,11.1624811409
2011-12-13,LAS,DFW,8.64705882353,9.36941536899,6.06157133579
2012-04-17,SEA,LAX,10.5238095238,11.0082680593,6.99727838248
2012-08-20,MCO,PHL,15.1785714286,10.7165296355,10.8014181902
2011-11-05,EWR,ATL,9.88888888889,9.39379448417,7.29132352134
2011-10-26,DFW,LAX,14.1666666667,11.6343241795,10.5032776113
2011-11-03,BOS,ATL,10.75,11.5332877489,8.23902779139
2012-08-10,ATL,ORD,9.57142857143,11.9145121327,6.9178857216
2012-07-15,PHL,MCO,14.4827586207,10.4340010809,9.50045370967
2012-05-23,PHX,ORD,9.31578947368,11.1598960848,6.20082997652
2012-05-20,BOS,ORD,13.56,11.6881770767,9.87454640308
2012-06-05,IAH,ORD,10.4210526316,10.7045746217,7.87623563127
2012-03-07,SEA,LAX,8.06666666667,11.2245304261,6.44167975727
2012-04-20,LGA,MIA,11.0909090909,11.8507460664,7.23687048193
2013-01-22,DTW,ATL,8.94736842105,10.9513573097,6.77801744375
2012-05-27,LAX,LAS,14.0714285714,11.0436001858,10.889779685
2013-02-22,SEA,DEN,7.4,10.4615288981,4.9106298694
2011-09-10,ORD,MSP,11.2272727273,9.66390069058,7.33505489434
2011-12-06,ORD,ATL,6.875,11.7162751714,5.31507290637
2011-09-17,BOS,ORD,10.4285714286,10.9980489885,6.96829554892
2012-04-22,ORD,MSP,8.6875,11.3431908064,7.85466952413
2011-10-05,JFK,MCO,13.4285714286,9.9633238567,9.35485048054
2012-04-23,CLT,LGA,5.58333333333,11.4142063017,3.75277674973
2012-06-12,LGA,DTW,7.46666666667,10.522019901,6.65331997327
2012-02-01,ORD,BOS,13.5714285714,11.6306780869,11.2985460506
2011-11-13,LGA,MIA,13.2692307692,10.8320449272,9.71002653882
2011-12-30,DEN,SFO,13.48,9.66390069058,10.137060718
2012-10-10,LAX,DEN,11.4090909091,11.192493245,8.2557863743
2012-06-10,DEN,SFO,16.52,11.3643598845,13.6842975706
2012-04-30,ORD,SEA,12.6,10.9302242139,10.9995215207
2011-10-18,MIA,ATL,14.6538461538,11.0929410466,9.99576833542
2011-10-29,BOS,SFO,13.7307692308,9.98108566483,9.37041169771
2012-08-20,JFK,MIA,17.0606060606,10.6498079399,11.4015881403
2012-08-19,MIA,JFK,14.8275862069,10.0925886831,9.6030834539
2012-05-06,LAX,DFW,11.7083333333,11.6086505581,9.90598925844
2011-11-06,ATL,LGA,9.42857142857,11.9270078294,6.85252820915
2012-12-02,SFO,ORD,9.89473684211,11.3977384176,7.22568517968
2011-12-21,PHX,ORD,13.6538461538,10.710561708,9.81811512539
2012-02-11,BOS,SFO,8.88888888889,9.67434876136,5.89006031018
2013-01-21,DFW,BOS,9.83333333333,10.6985682534,7.45377914413
2012-03-17,EWR,SFO,12.5,10.1174002564,10.2898470533
2012-08-28,DEN,ATL,12.15,10.5153947582,10.1477246607
2012-04-11,DFW,SFO,7.875,11.2245304261,5.56027577254
2012-04-16,PHL,BOS,11.0,11.1739361192,11.3578166916
2012-01-15,ORD,SFO,10.6956521739,11.2154329654,7.89381105452
2012-01-03,LAX,DFW,15.4642857143,11.8279026832,11.2397513577
2011-12-18,PHL,DFW,9.22222222222,9.13435248032,6.42198022929
2011-10-12,LAX,SEA,10.8571428571,11.1026544839,7.58475915429
2011-10-02,LAX,JFK,14.71875,13.5472401024,9.60253452766
2012-01-02,SFO,DFW,11.9583333333,10.2748756744,7.87113143995
2012-08-24,ORD,PHX,10.4444444444,10.3488923627,9.96005092251
2013-02-26,EWR,ORD,6.69230769231,11.2515595334,5.03958687766
2012-06-12,CLT,ATL,8.22222222222,10.9195671805,6.46761666764
2011-11-07,DEN,SEA,7.82352941176,11.0634934492,6.52145779444
2012-01-25,ORD,MSP,11.9473684211,12.2545374158,10.4853002088
2011-11-15,ATL,CLT,6.71428571429,11.1074922966,6.14477353189
2011-12-13,ORD,ATL,9.44444444444,11.8636748929,9.33823400751
2012-04-26,LAX,ORD,12.76,12.2804763006,8.5842879728
2012-11-22,DEN,DFW,9.63157894737,9.12038255916,6.8411380333
2013-02-24,ATL,DEN,9.68421052632,10.6743474486,8.83837988912
2012-03-18,MSP,DEN,10.0,10.0842442586,8.10349718743
2012-09-06,ORD,EWR,12.9090909091,11.4905022784,11.2076040977
2012-09-07,DEN,LAS,13.4814814815,10.5087459962,8.59950969251
2011-12-04,MIA,LGA,15.59375,11.8892667285,10.7639163487
2012-08-07,DEN,ORD,11.5652173913,10.8817805615,8.07254655639
2012-04-22,IAH,LAX,13.16,11.8636748929,9.28565201444
2012-03-20,SFO,DFW,8.89473684211,11.1878712457,7.17166288513
2012-01-24,LAS,ORD,9.16666666667,10.2212587157,6.54621579055
2012-07-19,DEN,DFW,8.23529411765,11.8147225877,5.37970040714
2011-11-06,SFO,JFK,13.8,12.7313413345,10.0581641797
2012-03-26,ORD,DFW,11.2631578947,12.5035702256,9.17025448128
2011-11-20,SFO,LAX,14.7586206897,12.351242678,11.0280654061
2012-12-17,PHL,ATL,10.1818181818,11.6917125769,8.00378698246
2013-01-21,DFW,DEN,10.3333333333,11.3852913697,6.80685928555
2012-05-08,SFO,BOS,8.75,11.1785927402,6.19741032503
2011-10-20,DEN,ATL,11.2608695652,11.1739361192,7.31882623044
2011-10-16,ORD,IAH,10.75,11.2062909091,8.49070699431
2011-11-27,ATL,EWR,10.7,10.4886562965,8.15701183677
2012-02-20,JFK,LAS,14.0,11.3685650176,10.7591821251
2012-12-26,ATL,LAX,16.1764705882,10.9460964437,11.1231960423
2011-10-15,CLT,ATL,7.26666666667,9.31967973473,4.92031745008
2012-09-13,ATL,MSP,11.0434782609,11.2782024973,8.46639485833
2012-09-28,ATL,BOS,9.3,11.2737883514,7.37777601635
2012-07-24,LAS,DFW,10.8181818182,10.3122511889,7.12230810393
2011-09-08,SFO,BOS,12.6296296296,11.5178427268,8.66978904964
2012-08-03,JFK,MCO,16.064516129,10.8487712793,11.0209965789
2011-11-22,DFW,SFO,9.0,10.1418860666,6.25911100622
2012-09-27,MIA,LGA,9.23529411765,10.5351999966,7.60369492225
2012-08-17,MCO,ATL,12.76,12.0092323221,8.94557618789
2011-09-15,SFO,BOS,12.5,12.1219452455,8.39254327416
2011-10-24,ORD,ATL,9.09523809524,12.3561961358,6.21212332383
2012-06-19,ORD,PHX,11.7727272727,10.5020734461,8.97049034165
2012-04-01,LAS,ORD,8.05882352941,11.1267190211,5.15352534964
2013-01-03,SFO,ORD,11.7142857143,10.6249412281,9.80888809776
2012-09-07,SEA,ORD,14.3333333333,11.0634934492,10.1413092767
2012-09-01,BOS,EWR,14.5217391304,8.56978711326,11.6184397529
2012-10-30,ORD,LAS,14.8518518519,10.710561708,10.9498988534
2012-10-02,SFO,SEA,11.7142857143,11.3516872938,10.2720146862
2012-12-08,ORD,MSP,12.6666666667,10.1977995918,10.6973516972
2011-12-01,SFO,DFW,9.05,11.0234924357,6.84778104667
2011-12-04,JFK,SFO,12.6666666667,12.3977776456,9.3839208764
2012-01-17,ATL,EWR,9.52941176471,11.1551924865,8.29244872654
2012-07-03,LAX,SEA,13.9655172414,10.9980489885,10.1576247175
2012-03-06,MSP,ATL,12.6,10.8208100996,9.42072184071
2012-01-22,MCO,EWR,14.75,10.6311890589,10.3481077175
2012-08-29,ATL,MSP,11.347826087,10.91421574,7.37692160268
2011-10-22,ATL,ORD,13.0909090909,10.3122511889,10.2395549146
2011-10-10,ORD,LGA,14.3225806452,13.7429511417,9.47061102138
2013-02-22,DEN,ATL,12.2,10.4478157793,9.61687114015
2012-05-16,LAS,DFW,8.55555555556,9.98108566483,5.43650214343
2012-01-04,MCO,PHL,10.4090909091,10.528621592,8.35896491034
2012-03-26,DEN,MSP,11.5454545455,10.9355299806,8.30219289865
2013-02-23,LGA,DFW,8.1875,9.30703578288,5.94663770546
2012-09-22,MIA,JFK,19.1333333333,9.76583730479,14.3688680075
2012-01-27,PHX,ORD,11.3333333333,10.6985682534,8.38649708361
